項次,熱點類別,熱點名稱,郵遞區號,縣市名稱,鄉鎮市區,地址,熱點類別_英語,熱點名稱_英語,縣市名稱_英語,鄉鎮市區_英語,地址_英語
942,其他,全家便利商店潭子潭興路潭興店(公話),427,臺中市,潭子區,臺中市潭子區潭興路2段476號,Others,"Family Mart convenience store,Sec. 2, Tanxing Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.476, Sec. 2, Tanxing Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
943,其他,統一超商潭子潭興路潭寶店(公話),427,臺中市,潭子區,臺中市潭子區潭興路三段51號1樓,Others,"7-Eleven convenience store,Sec. 3, Tanxing Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.51, Sec. 3, Tanxing Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
944,其他,統一超商潭子頭張路頭張店(公話),427,臺中市,潭子區,臺中市潭子區頭張路1段31號,Others,"7-Eleven convenience store,Sec. 1, Touzhang Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.31, Sec. 1, Touzhang Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
945,其他,全家便利商店潭子頭張路頭張店(公話),427,臺中市,潭子區,臺中市潭子區頭張路2段112號,Others,"Family Mart convenience store,Sec. 2, Touzhang Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.112, Sec. 2, Touzhang Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
946,其他,統一超商潭子頭張路榮晉店(公話),427,臺中市,潭子區,臺中市潭子區頭張路二段2號,Others,"7-Eleven convenience store, Sec. 2, Touzhang Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.2, Sec. 2, Touzhang Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
947,其他,統一超商潭子豐栗路甜園店(公話),427,臺中市,潭子區,臺中市潭子區豐栗路9號,Others,"7-Eleven convenience store, Fengli Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.9, Fengli Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
948,其他,統一超商潭子豐興路潭興店(公話),427,臺中市,潭子區,臺中市潭子區豐興路1段593號,Others,"7-Eleven convenience store, Sec. 1, Fengxing Rd., Tanzi Dist., Taichung City",Taichung City,Tanzi District,"No.593, Sec. 1, Fengxing Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)"
949,其他,全家便利商店龍井中央路龍安店(公話),434,臺中市,龍井區,臺中市龍井區中央路二段273號,Others,"Family Mart convenience store,Sec. 2, Zhongyang Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.273, Sec. 2, Zhongyang Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
950,其他,統一超商梧棲臺灣大道梧棲店(公話),435,臺中市,梧棲區,台中市梧棲區臺灣大道8段962號,Others,"7-Eleven convenience store,Sec. 2, Zhonglong Rd., Longjing Dist., Taichung City",Taichung City,Wuqi District,"No.298, Sec. 2, Zhonglong Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
951,其他,統一超商龍井西濱路廣洽店(公話),434,臺中市,龍井區,臺中市龍井區西濱路三段247號,Others,"7-Eleven convenience store,Sec. 3, Xibin Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.247, Sec. 3, Xibin Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
952,其他,全家便利商店龍井沙田路沙田店(公話),434,臺中市,龍井區,臺中市龍井區沙田路6段187號,Others,"Family Mart convenience store, Sec. 6, Shatian Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.187, Sec. 6, Shatian Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
953,其他,統一超商龍井鑫沙田路井源店(公話),434,臺中市,龍井區,臺中市龍井區沙田路六段323號,Others,"7-Eleven convenience store, Sec. 6, Shatian Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.323, Sec. 6, Shatian Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
954,其他,全家便利商店龍井茄投路茄投店(公話),434,臺中市,龍井區,臺中市龍井區茄投路67號之1,Others,"Family Mart convenience store,Jiatou Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.67-1, Jiatou Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
955,其他,全家便利商店龍井新興路龍后店(公話),434,臺中市,龍井區,臺中市龍井區新興路21號,Others,"Family Mart convenience store, Xinxing Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.21, Xinxing Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
956,其他,統一超商龍井龍新興路龍新店(公話),434,臺中市,龍井區,臺中市龍井區新興路22號,Others,"7-Eleven convenience store, Xinxing Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.22, Xinxing Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
957,其他,統一超商股龍井新興路新仁店(公話),434,臺中市,龍井區,臺中市龍井區新興路49巷2號,Others,"7-Eleven convenience store, Ln. 49, Xinxing Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.2, Ln. 49, Xinxing Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
958,其他,統一超商南屯向心南路海德堡店(公話),408,臺中市,南屯區,臺中市南屯區向心南路928號,Others,"7-Eleven convenience store, Xiangxin S. Rd., Nantun Dist., Taichung City",Taichung City,Nantun District,"No.928, Xiangxin S. Rd., Nantun Dist., Taichung City 408, Taiwan (R.O.C.)"
959,其他,統一超商龍井遊園南路龍井店(公話),434,臺中市,龍井區,臺中市龍井區遊園南路208號,Others,"7-Eleven convenience store, Youyuan S. Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.208, Youyuan S. Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
960,其他,全家便利商店龍井遊園南路學園店(公話),434,臺中市,龍井區,臺中市龍井區遊園南路297號,Others,"Family Mart convenience store, Youyuan S. Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.297, Youyuan S. Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
961,其他,全家便利商店龍井臺灣大道新文勝店(公話),434,臺中市,龍井區,臺中市龍井區臺灣大道5段3巷62弄49號,Others,"Family Mart convenience store,Aly. 62, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.49, Aly. 62, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
962,其他,統一超商龍井臺灣大道新庄店(公話),434,臺中市,龍井區,臺中市龍井區臺灣大道五段236號,Others,"7-Eleven convenience store,Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.236, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
963,其他,統一超商龍井臺灣大道東海店(公話),434,臺中市,龍井區,臺中市龍井區臺灣大道五段3巷49號,Others,"7-Eleven convenience store, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.49, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
964,其他,統一超商龍井臺灣大道學園店(公話),434,臺中市,龍井區,臺中市龍井區臺灣大道五段3巷62弄21號,Others,"7-Eleven convenience store, Aly. 62, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.21, Aly. 62, Ln. 3, Sec. 5, Taiwan Blvd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
965,其他,統一超商龍井遠東街東風店(公話),434,臺中市,龍井區,臺中市龍井區遠東街3號,Others,"7-Eleven convenience store, Yuandong St., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.3, Yuandong St., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
966,其他,全家便利商店龍井龍山街龍山店(公話),434,臺中市,龍井區,臺中市龍井區龍山街85號,Others,"Family Mart convenience store, Longshan St., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.85, Longshan St., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
967,其他,全家便利商店龍井臨港路火力店(公話),434,臺中市,龍井區,臺中市龍井區臨港路二段1號,Others,"Family Mart convenience store,Sec. 2, Lingang Rd., Longjing Dist., Taichung City",Taichung City,Longjing District,"No.1, Sec. 2, Lingang Rd., Longjing Dist., Taichung City 434, Taiwan (R.O.C.)"
968,其他,統一超商豐原向陽路豐鑫店(公話),420,臺中市,豐原區,臺中市豐原區向陽路276號,Others,"7-Eleven convenience store, No. 276, Xiangyang Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No. 276, Xiangyang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
969,其他,統一超商豐原三民路豐三民店(公話),420,臺中市,豐原區,臺中市豐原區三民路38號,Others,"7-Eleven convenience store,Sanmin Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.38, Sanmin Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
970,其他,統一超商豐原三民路新豐民店(公話),420,臺中市,豐原區,臺中市豐原區三民路93號1樓,Others,"7-Eleven convenience store,Sanmin Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"1F., No.93, Sanmin Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
971,其他,統一超商豐原三豐路豐后店(公話),420,臺中市,豐原區,臺中市豐原區三豐路692號,Others,"7-Eleven convenience store,Sanfeng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.692, Sanfeng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
972,其他,統一超商豐原三豐路三豐路店(公話),420,臺中市,豐原區,臺中市豐原區三豐路909號,Others,"7-Eleven convenience store,Sanfeng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.909, Sanfeng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
973,其他,統一超商豐原三豐路欣三豐店(公話),420,臺中市,豐原區,臺中市豐原區三豐路91號,Others,"7-Eleven convenience store, Sanfeng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.91, Sanfeng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
974,其他,統ㄧ超商豐原三豐路豐王店(公話),420,臺中市,豐原區,臺中市豐原區三豐路940號,Others,"7-Eleven convenience store,Sanfeng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.940, Sanfeng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
975,其他,統一超商豐原中山路新豐寶店(公話),420,臺中市,豐原區,臺中市豐原區中山路143號之2,Others,"7-Eleven convenience store,Zhongshan Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.143-2, Zhongshan Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
976,其他,統一超商豐原中山路豐光店(公話),420,臺中市,豐原區,臺中市豐原區中山路581號,Others,"7-Eleven convenience store,Zhongshan Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.581, Zhongshan Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
977,其他,統一超商豐原圓環東路甜心店(公話),420,臺中市,豐原區,臺中市豐原區圓環東路168號,Others,"7-Eleven convenience store, No. 168, Yuanhuan E. Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No. 168, Yuanhuan E. Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
978,其他,統一超商豐原中正路瑞興店(公話),420,臺中市,豐原區,臺中市豐原區中正路497號,Others,"7-Eleven convenience store,Zhongzheng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.497, Zhongzheng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
979,其他,全家便利商店豐原中正路葫蘆墩店(公話),420,臺中市,豐原區,臺中市豐原區中正路693號,Others,"Family Mart convenience store,Zhongzheng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.693, Zhongzheng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
980,其他,統一超商豐原中正路京達店(公話),420,臺中市,豐原區,臺中市豐原區中正路805號,Others,"7-Eleven convenience store,Zhongzheng Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.805, Zhongzheng Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
981,其他,統一超商豐原中興路新豐興店(公話),420,臺中市,豐原區,臺中市豐原區中興路57號,Others,"7-Eleven convenience store,Jhongsing Rd., Fongyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.57, Jhongsing Rd., Fongyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
982,其他,統一超商豐原水源路葫蘆墩店(公話),420,臺中市,豐原區,臺中市豐原區水源路127號之1,Others,"7-Eleven convenience store,Shuiyuan Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.127-1, Shuiyuan Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
983,其他,全家便利商店豐原水源路水源店(公話),420,臺中市,豐原區,臺中市豐原區水源路17號,Others,"Family Mart convenience store,Shuiyuan Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.17, Shuiyuan Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
984,其他,統一超商豐原水源路豐原道店(公話),420,臺中市,豐原區,臺中市豐原區水源路307號,Others,"7-Eleven convenience store,Shuiyuan Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.307, Shuiyuan Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
985,其他,全家便利商店豐原永康路永康店(公話),420,臺中市,豐原區,臺中市豐原區永康路215號之1,Others,"Family Mart convenience store,Yongkang Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.215-1, Yongkang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
986,其他,全家便利商店豐原田心路甜心店(公話),420,臺中市,豐原區,臺中市豐原區田心路2段271號,Others,"Family Mart convenience store,Sec. 2, Tianxin Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.271, Sec. 2, Tianxin Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
987,其他,全家便利商店豐原豐中路榮豐店(公話),420,臺中市,豐原區,臺中市豐原區豐中路79號,Others,"Family Mart convenience store, Fengzhong Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.79, Fengzhong Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
988,其他,統一超商豐原成功路京泰店(公話),420,臺中市,豐原區,臺中市豐原區成功路195號,Others,"7-Eleven convenience store,Chenggong Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.195, Chenggong Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
989,其他,統一超商豐原西安街瑞彬店(公話),420,臺中市,豐原區,臺中市豐原區西安街68號1樓,Others,"7-Eleven convenience store,Xi’an St., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"1F., No.68, Xi’an St., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
990,其他,全家便利商店豐原西勢路互助店(公話),420,臺中市,豐原區,臺中市豐原區西勢路411號,Others,"Family Mart convenience store,Xishi Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.411, Xishi Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
991,其他,統一超商豐原西勢路晉豐店(公話),420,臺中市,豐原區,臺中市豐原區西勢路425號,Others,"7-Eleven convenience store,Xishi Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.425, Xishi Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
992,其他,全家便利商店豐原社興五街社興店(公話),420,臺中市,豐原區,臺中市豐原區社興五街1號,Others,"Family Mart convenience store,Shexing 5th St., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.1, Shexing 5th St., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
993,其他,全家便利商店豐原信義街金美店(公話),420,臺中市,豐原區,臺中市豐原區信義街60號,Others,"Family Mart convenience store,Xinyi St., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.60, Xinyi St., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
994,其他,統一超商豐原南陽路茂陽店(公話),420,臺中市,豐原區,臺中市豐原區南陽路299號之8,Others,"7-Eleven convenience store,Nanyang Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.299-8, Nanyang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
995,其他,統一超商豐原南陽路豐陽店(公話),420,臺中市,豐原區,臺中市豐原區南陽路372號,Others,"7-Eleven convenience store,Nanyang Rd., Fengyuan Dist., Taichung City",Taichung City,Fengyuan District,"No.372, Nanyang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)"
